,from_date,zip_code,offense_society,offense_person,offense_property,offense_other,dv,firearm,offense_total,year,month,quarter,zip,city,population,unemployment_rate,house_price_index,per_cap_income,new_priv_housing
2083,2013-07-01,64130,128,50,258,41,57,46,477,2013,7,3,64130,Kansas City,467372,6.4,161.77,45474,404.0
2084,2013-07-01,64131,55,20,164,19,24,10,258,2013,7,3,64131,Kansas City,467372,6.4,161.77,45474,404.0
2085,2013-07-01,64132,78,31,158,26,42,26,293,2013,7,3,64132,Kansas City,467372,6.4,161.77,45474,404.0
2086,2013-07-01,64133,31,29,135,16,7,15,211,2013,7,3,64133,Kansas City,467372,6.4,161.77,45474,404.0
2087,2013-07-01,64134,48,20,169,26,25,21,263,2013,7,3,64134,Kansas City,467372,6.4,161.77,45474,404.0
2088,2013-07-01,64136,0,1,3,0,0,0,4,2013,7,3,64136,Kansas City,467372,6.4,161.77,45474,404.0
2089,2013-07-01,64137,9,3,49,3,5,0,64,2013,7,3,64137,Kansas City,467372,6.4,161.77,45474,404.0
2090,2013-07-01,64138,24,17,77,6,6,4,124,2013,7,3,64138,Kansas City,467372,6.4,161.77,45474,404.0
2091,2013-07-01,64139,0,2,3,0,0,0,5,2013,7,3,64139,Kansas City,467372,6.4,161.77,45474,404.0
2092,2013-07-01,64145,6,2,37,0,1,0,45,2013,7,3,64145,Kansas City,467372,6.4,161.77,45474,404.0
2093,2013-07-01,64146,0,1,4,0,0,0,5,2013,7,3,64146,Kansas City,467372,6.4,161.77,45474,404.0
2094,2013-07-01,64147,4,1,4,0,1,0,9,2013,7,3,64147,Kansas City,467372,6.4,161.77,45474,404.0
2095,2013-07-01,64150,0,1,0,0,0,0,1,2013,7,3,64150,Riverside,3048,6.4,161.77,45474,404.0
2096,2013-07-01,64151,16,6,53,1,11,2,76,2013,7,3,64151,Kansas City,467372,6.4,161.77,45474,404.0
2097,2013-07-01,64152,11,3,26,3,7,1,43,2013,7,3,64152,Kansas City,467372,6.4,161.77,45474,404.0
2098,2013-07-01,64153,5,8,28,2,2,1,43,2013,7,3,64153,Kansas City,467372,6.4,161.77,45474,404.0
2099,2013-07-01,64154,13,2,40,2,2,1,57,2013,7,3,64154,Kansas City,467372,6.4,161.77,45474,404.0
2100,2013-07-01,64155,17,4,58,1,13,1,80,2013,7,3,64155,Kansas City,467372,6.4,161.77,45474,404.0
2101,2013-07-01,64156,3,0,7,0,3,0,10,2013,7,3,64156,Kansas City,467372,6.4,161.77,45474,404.0
2102,2013-07-01,64157,2,5,47,0,1,1,54,2013,7,3,64157,Kansas City,467372,6.4,161.77,45474,404.0
2103,2013-07-01,64158,1,3,21,0,0,0,25,2013,7,3,64158,Kansas City,467372,6.4,161.77,45474,404.0
2104,2013-07-01,64161,2,3,19,0,1,0,24,2013,7,3,64161,Kansas City,467372,6.4,161.77,45474,404.0
2105,2013-07-01,64012,0,0,1,0,0,0,1,2013,7,3,64012,Belton,23256,6.4,161.77,45474,404.0
2106,2013-07-01,64149,0,0,1,0,0,0,1,2013,7,3,64149,Kansas City,467372,6.4,161.77,45474,404.0
2107,2013-07-01,64163,0,0,1,0,0,0,1,2013,7,3,64163,Kansas City,467372,6.4,161.77,45474,404.0
2108,2013-07-01,64055,0,0,2,0,0,0,2,2013,7,3,64055,Independence,117310,6.4,161.77,45474,404.0
2109,2013-07-01,64089,0,0,1,0,0,0,1,2013,7,3,64089,Smithville,8909,6.4,161.77,45474,404.0
2110,2013-07-01,64166,1,0,0,0,1,0,1,2013,7,3,64166,Kansas City,467372,6.4,161.77,45474,404.0
2111,2013-08-01,64016,0,0,1,0,0,0,1,2013,8,3,64016,Buckner,3074,6.3,161.77,45474,708.0
2112,2013-08-01,64068,0,0,2,0,0,0,2,2013,8,3,64068,Liberty,30124,6.3,161.77,45474,708.0
2113,2013-08-01,64101,2,0,9,1,2,0,12,2013,8,3,64101,Kansas City,467372,6.3,161.77,45474,708.0
2114,2013-08-01,64102,1,1,3,0,1,0,5,2013,8,3,64102,Kansas City,467372,6.3,161.77,45474,708.0
2115,2013-08-01,64105,18,9,50,1,1,1,78,2013,8,3,64105,Kansas City,467372,6.3,161.77,45474,708.0
2116,2013-08-01,64106,44,149,127,10,10,22,330,2013,8,3,64106,Kansas City,467372,6.3,161.77,45474,708.0
2117,2013-08-01,64108,32,23,76,8,6,9,139,2013,8,3,64108,Kansas City,467372,6.3,161.77,45474,708.0
2118,2013-08-01,64109,34,53,121,8,23,22,216,2013,8,3,64109,Kansas City,467372,6.3,161.77,45474,708.0
2119,2013-08-01,64110,32,37,148,10,10,20,227,2013,8,3,64110,Kansas City,467372,6.3,161.77,45474,708.0
2120,2013-08-01,64111,50,45,215,21,15,34,331,2013,8,3,64111,Kansas City,467372,6.3,161.77,45474,708.0
2121,2013-08-01,64112,4,5,44,0,0,1,53,2013,8,3,64112,Kansas City,467372,6.3,161.77,45474,708.0
2122,2013-08-01,64113,3,1,27,0,0,0,31,2013,8,3,64113,Kansas City,467372,6.3,161.77,45474,708.0
2123,2013-08-01,64114,14,16,162,1,6,7,193,2013,8,3,64114,Kansas City,467372,6.3,161.77,45474,708.0
2124,2013-08-01,64116,8,9,55,3,3,7,75,2013,8,3,64116,Kansas City,467372,6.3,161.77,45474,708.0
2125,2013-08-01,64117,22,9,66,0,14,8,97,2013,8,3,64117,Kansas City,467372,6.3,161.77,45474,708.0
2126,2013-08-01,64118,28,17,82,1,16,3,128,2013,8,3,64118,Kansas City,467372,6.3,161.77,45474,708.0
2127,2013-08-01,64119,17,8,59,6,1,6,90,2013,8,3,64119,Kansas City,467372,6.3,161.77,45474,708.0
2128,2013-08-01,64120,3,11,33,0,1,5,47,2013,8,3,64120,Kansas City,467372,6.3,161.77,45474,708.0
2129,2013-08-01,64121,1,0,1,0,0,1,2,2013,8,3,64121,Kansas City,467372,6.3,161.77,45474,708.0
2130,2013-08-01,64123,37,27,107,14,18,15,185,2013,8,3,64123,Kansas City,467372,6.3,161.77,45474,708.0
2131,2013-08-01,64124,42,29,118,7,20,17,196,2013,8,3,64124,Kansas City,467372,6.3,161.77,45474,708.0
2132,2013-08-01,64125,4,4,21,1,2,3,30,2013,8,3,64125,Kansas City,467372,6.3,161.77,45474,708.0
2133,2013-08-01,64126,23,17,55,6,3,13,101,2013,8,3,64126,Kansas City,467372,6.3,161.77,45474,708.0
2134,2013-08-01,64127,108,54,210,53,38,26,425,2013,8,3,64127,Kansas City,467372,6.3,161.77,45474,708.0
2135,2013-08-01,64128,50,16,107,11,27,31,184,2013,8,3,64128,Kansas City,467372,6.3,161.77,45474,708.0
2136,2013-08-01,64129,13,15,87,4,5,4,119,2013,8,3,64129,Kansas City,467372,6.3,161.77,45474,708.0
2137,2013-08-01,64130,143,45,248,58,45,28,494,2013,8,3,64130,Kansas City,467372,6.3,161.77,45474,708.0
2138,2013-08-01,64131,55,13,187,21,26,17,276,2013,8,3,64131,Kansas City,467372,6.3,161.77,45474,708.0
2139,2013-08-01,64132,60,32,116,18,34,12,226,2013,8,3,64132,Kansas City,467372,6.3,161.77,45474,708.0
2140,2013-08-01,64133,17,27,138,2,9,8,184,2013,8,3,64133,Kansas City,467372,6.3,161.77,45474,708.0
2141,2013-08-01,64134,71,29,170,31,28,15,301,2013,8,3,64134,Kansas City,467372,6.3,161.77,45474,708.0
2142,2013-08-01,64136,0,2,20,0,1,1,22,2013,8,3,64136,Kansas City,467372,6.3,161.77,45474,708.0
2143,2013-08-01,64137,12,8,58,6,1,0,84,2013,8,3,64137,Kansas City,467372,6.3,161.77,45474,708.0
2144,2013-08-01,64138,24,13,70,6,8,7,113,2013,8,3,64138,Kansas City,467372,6.3,161.77,45474,708.0
2145,2013-08-01,64139,0,0,4,0,0,0,4,2013,8,3,64139,Kansas City,467372,6.3,161.77,45474,708.0
2146,2013-08-01,64141,2,0,5,0,0,0,7,2013,8,3,64141,Kansas City,467372,6.3,161.77,45474,708.0
2147,2013-08-01,64145,7,2,29,1,4,0,39,2013,8,3,64145,Kansas City,467372,6.3,161.77,45474,708.0
2148,2013-08-01,64146,1,1,2,0,0,0,4,2013,8,3,64146,Kansas City,467372,6.3,161.77,45474,708.0
2149,2013-08-01,64147,2,1,6,0,0,0,9,2013,8,3,64147,Kansas City,467372,6.3,161.77,45474,708.0
2150,2013-08-01,64151,15,8,53,0,15,2,76,2013,8,3,64151,Kansas City,467372,6.3,161.77,45474,708.0
2151,2013-08-01,64152,9,7,28,1,7,7,45,2013,8,3,64152,Kansas City,467372,6.3,161.77,45474,708.0
2152,2013-08-01,64153,5,4,37,0,1,0,46,2013,8,3,64153,Kansas City,467372,6.3,161.77,45474,708.0
2153,2013-08-01,64154,9,6,48,0,4,8,63,2013,8,3,64154,Kansas City,467372,6.3,161.77,45474,708.0
2154,2013-08-01,64155,9,7,44,1,7,1,61,2013,8,3,64155,Kansas City,467372,6.3,161.77,45474,708.0
2155,2013-08-01,64156,2,1,20,0,0,2,23,2013,8,3,64156,Kansas City,467372,6.3,161.77,45474,708.0
2156,2013-08-01,64157,4,4,45,0,2,0,53,2013,8,3,64157,Kansas City,467372,6.3,161.77,45474,708.0
2157,2013-08-01,64158,3,1,16,0,2,0,20,2013,8,3,64158,Kansas City,467372,6.3,161.77,45474,708.0
2158,2013-08-01,64161,1,0,14,0,0,0,15,2013,8,3,64161,Kansas City,467372,6.3,161.77,45474,708.0
2159,2013-08-01,64168,0,0,3,0,0,0,3,2013,8,3,64168,Kansas City,467372,6.3,161.77,45474,708.0
2160,2013-08-01,64149,0,0,1,0,0,0,1,2013,8,3,64149,Kansas City,467372,6.3,161.77,45474,708.0
2161,2013-08-01,64030,0,2,4,0,0,1,6,2013,8,3,64030,Grandview,25265,6.3,161.77,45474,708.0
2162,2013-08-01,64050,0,1,0,0,0,0,1,2013,8,3,64050,Independence,117310,6.3,161.77,45474,708.0
2163,2013-08-01,64054,0,0,1,0,0,0,1,2013,8,3,64054,Independence,117310,6.3,161.77,45474,708.0
2164,2013-08-01,64056,0,4,0,0,0,0,4,2013,8,3,64056,Independence,117310,6.3,161.77,45474,708.0
2165,2013-09-01,64068,0,0,3,0,0,0,3,2013,9,3,64068,Liberty,30124,6.2,161.77,45474,732.0
2166,2013-09-01,64101,0,0,12,0,0,0,12,2013,9,3,64101,Kansas City,467372,6.2,161.77,45474,732.0
2167,2013-09-01,64105,7,18,31,1,2,4,57,2013,9,3,64105,Kansas City,467372,6.2,161.77,45474,732.0
2168,2013-09-01,64106,49,110,130,16,11,33,305,2013,9,3,64106,Kansas City,467372,6.2,161.77,45474,732.0
2169,2013-09-01,64108,31,21,63,14,7,11,129,2013,9,3,64108,Kansas City,467372,6.2,161.77,45474,732.0
2170,2013-09-01,64109,33,38,106,8,19,18,185,2013,9,3,64109,Kansas City,467372,6.2,161.77,45474,732.0
2171,2013-09-01,64110,35,43,105,7,9,27,190,2013,9,3,64110,Kansas City,467372,6.2,161.77,45474,732.0
2172,2013-09-01,64111,47,47,176,7,9,21,277,2013,9,3,64111,Kansas City,467372,6.2,161.77,45474,732.0
2173,2013-09-01,64112,6,4,36,0,1,0,46,2013,9,3,64112,Kansas City,467372,6.2,161.77,45474,732.0
2174,2013-09-01,64113,5,7,20,0,0,1,32,2013,9,3,64113,Kansas City,467372,6.2,161.77,45474,732.0
2175,2013-09-01,64114,21,14,129,0,7,5,164,2013,9,3,64114,Kansas City,467372,6.2,161.77,45474,732.0
2176,2013-09-01,64116,5,4,44,4,3,1,57,2013,9,3,64116,Kansas City,467372,6.2,161.77,45474,732.0
2177,2013-09-01,64117,21,10,72,1,22,3,104,2013,9,3,64117,Kansas City,467372,6.2,161.77,45474,732.0
2178,2013-09-01,64118,24,8,116,3,11,13,151,2013,9,3,64118,Kansas City,467372,6.2,161.77,45474,732.0
2179,2013-09-01,64119,20,7,74,5,9,0,106,2013,9,3,64119,Kansas City,467372,6.2,161.77,45474,732.0
2180,2013-09-01,64120,7,6,28,1,0,1,42,2013,9,3,64120,Kansas City,467372,6.2,161.77,45474,732.0
2181,2013-09-01,64121,0,1,0,0,0,0,1,2013,9,3,64121,Kansas City,467372,6.2,161.77,45474,732.0
2182,2013-09-01,64123,43,22,131,21,21,23,217,2013,9,3,64123,Kansas City,467372,6.2,161.77,45474,732.0
2183,2013-09-01,64124,41,25,103,16,17,15,185,2013,9,3,64124,Kansas City,467372,6.2,161.77,45474,732.0
2184,2013-09-01,64125,22,5,15,12,3,1,54,2013,9,3,64125,Kansas City,467372,6.2,161.77,45474,732.0
2185,2013-09-01,64126,24,4,31,3,14,9,62,2013,9,3,64126,Kansas City,467372,6.2,161.77,45474,732.0
2186,2013-09-01,64127,106,67,221,29,54,24,423,2013,9,3,64127,Kansas City,467372,6.2,161.77,45474,732.0
2187,2013-09-01,64128,66,22,96,14,27,8,198,2013,9,3,64128,Kansas City,467372,6.2,161.77,45474,732.0
2188,2013-09-01,64129,24,11,56,4,7,12,95,2013,9,3,64129,Kansas City,467372,6.2,161.77,45474,732.0
2189,2013-09-01,64130,105,58,187,29,51,40,379,2013,9,3,64130,Kansas City,467372,6.2,161.77,45474,732.0
2190,2013-09-01,64131,52,19,147,7,30,13,225,2013,9,3,64131,Kansas City,467372,6.2,161.77,45474,732.0
2191,2013-09-01,64132,70,46,142,23,20,24,281,2013,9,3,64132,Kansas City,467372,6.2,161.77,45474,732.0
2192,2013-09-01,64133,16,18,133,6,5,9,173,2013,9,3,64133,Kansas City,467372,6.2,161.77,45474,732.0
2193,2013-09-01,64134,72,22,153,24,33,18,271,2013,9,3,64134,Kansas City,467372,6.2,161.77,45474,732.0
2194,2013-09-01,64136,1,1,9,0,0,0,11,2013,9,3,64136,Kansas City,467372,6.2,161.77,45474,732.0
2195,2013-09-01,64137,7,5,43,3,3,3,58,2013,9,3,64137,Kansas City,467372,6.2,161.77,45474,732.0
2196,2013-09-01,64138,32,4,52,6,10,15,94,2013,9,3,64138,Kansas City,467372,6.2,161.77,45474,732.0
2197,2013-09-01,64139,2,2,3,0,0,2,7,2013,9,3,64139,Kansas City,467372,6.2,161.77,45474,732.0
2198,2013-09-01,64141,2,0,0,0,0,0,2,2013,9,3,64141,Kansas City,467372,6.2,161.77,45474,732.0
2199,2013-09-01,64145,7,5,30,4,3,0,46,2013,9,3,64145,Kansas City,467372,6.2,161.77,45474,732.0
2200,2013-09-01,64146,1,0,4,0,1,0,5,2013,9,3,64146,Kansas City,467372,6.2,161.77,45474,732.0
2201,2013-09-01,64147,1,0,4,0,0,0,5,2013,9,3,64147,Kansas City,467372,6.2,161.77,45474,732.0
2202,2013-09-01,64151,11,14,34,3,4,3,62,2013,9,3,64151,Kansas City,467372,6.2,161.77,45474,732.0
2203,2013-09-01,64152,9,3,16,1,5,3,29,2013,9,3,64152,Kansas City,467372,6.2,161.77,45474,732.0
2204,2013-09-01,64153,5,3,70,0,2,1,78,2013,9,3,64153,Kansas City,467372,6.2,161.77,45474,732.0
2205,2013-09-01,64154,7,4,45,0,6,1,56,2013,9,3,64154,Kansas City,467372,6.2,161.77,45474,732.0
2206,2013-09-01,64155,11,6,76,2,5,1,95,2013,9,3,64155,Kansas City,467372,6.2,161.77,45474,732.0
2207,2013-09-01,64156,7,1,9,1,4,2,18,2013,9,3,64156,Kansas City,467372,6.2,161.77,45474,732.0
2208,2013-09-01,64157,5,5,34,1,3,1,45,2013,9,3,64157,Kansas City,467372,6.2,161.77,45474,732.0
2209,2013-09-01,64158,3,1,17,0,1,0,21,2013,9,3,64158,Kansas City,467372,6.2,161.77,45474,732.0
2210,2013-09-01,64161,0,1,11,0,0,0,12,2013,9,3,64161,Kansas City,467372,6.2,161.77,45474,732.0
2211,2013-09-01,64165,0,0,1,0,0,0,1,2013,9,3,64165,Kansas City,467372,6.2,161.77,45474,732.0
2212,2013-09-01,64168,1,0,1,0,0,0,2,2013,9,3,64168,Kansas City,467372,6.2,161.77,45474,732.0
2213,2013-09-01,64149,0,0,0,0,0,0,0,2013,9,3,64149,Kansas City,467372,6.2,161.77,45474,732.0
2214,2013-09-01,64164,1,0,0,0,0,0,1,2013,9,3,64164,Kansas City,467372,6.2,161.77,45474,732.0
2215,2013-09-01,64054,0,0,1,0,0,0,1,2013,9,3,64054,Independence,117310,6.2,161.77,45474,732.0
2216,2013-10-01,64016,0,0,1,0,0,0,1,2013,10,4,64016,Buckner,3074,6.0,161.14,45474,714.0
2217,2013-10-01,64068,0,0,1,0,0,0,1,2013,10,4,64068,Liberty,30124,6.0,161.14,45474,714.0
2218,2013-10-01,64101,0,0,6,0,0,0,6,2013,10,4,64101,Kansas City,467372,6.0,161.14,45474,714.0
2219,2013-10-01,64102,2,0,7,0,0,0,9,2013,10,4,64102,Kansas City,467372,6.0,161.14,45474,714.0
2220,2013-10-01,64105,11,9,37,1,1,3,58,2013,10,4,64105,Kansas City,467372,6.0,161.14,45474,714.0
2221,2013-10-01,64106,48,105,122,7,13,38,282,2013,10,4,64106,Kansas City,467372,6.0,161.14,45474,714.0
2222,2013-10-01,64108,43,36,106,11,13,7,196,2013,10,4,64108,Kansas City,467372,6.0,161.14,45474,714.0
2223,2013-10-01,64109,36,48,87,4,14,17,175,2013,10,4,64109,Kansas City,467372,6.0,161.14,45474,714.0
2224,2013-10-01,64110,29,38,146,13,14,15,226,2013,10,4,64110,Kansas City,467372,6.0,161.14,45474,714.0
2225,2013-10-01,64111,32,38,196,14,12,21,280,2013,10,4,64111,Kansas City,467372,6.0,161.14,45474,714.0
2226,2013-10-01,64112,1,5,41,0,1,0,47,2013,10,4,64112,Kansas City,467372,6.0,161.14,45474,714.0
2227,2013-10-01,64113,4,3,25,0,0,3,32,2013,10,4,64113,Kansas City,467372,6.0,161.14,45474,714.0
2228,2013-10-01,64114,19,9,116,4,8,3,148,2013,10,4,64114,Kansas City,467372,6.0,161.14,45474,714.0
2229,2013-10-01,64116,5,3,33,2,1,6,43,2013,10,4,64116,Kansas City,467372,6.0,161.14,45474,714.0
2230,2013-10-01,64117,26,12,52,5,11,11,95,2013,10,4,64117,Kansas City,467372,6.0,161.14,45474,714.0
2231,2013-10-01,64118,23,5,80,4,14,12,112,2013,10,4,64118,Kansas City,467372,6.0,161.14,45474,714.0
2232,2013-10-01,64119,22,9,62,4,9,6,97,2013,10,4,64119,Kansas City,467372,6.0,161.14,45474,714.0
2233,2013-10-01,64120,2,10,24,0,1,0,36,2013,10,4,64120,Kansas City,467372,6.0,161.14,45474,714.0
2234,2013-10-01,64121,1,2,5,1,0,0,9,2013,10,4,64121,Kansas City,467372,6.0,161.14,45474,714.0
2235,2013-10-01,64123,40,24,138,17,18,37,219,2013,10,4,64123,Kansas City,467372,6.0,161.14,45474,714.0
2236,2013-10-01,64124,22,23,86,13,7,17,144,2013,10,4,64124,Kansas City,467372,6.0,161.14,45474,714.0
2237,2013-10-01,64125,7,7,23,2,1,2,39,2013,10,4,64125,Kansas City,467372,6.0,161.14,45474,714.0
2238,2013-10-01,64126,17,8,52,7,5,8,84,2013,10,4,64126,Kansas City,467372,6.0,161.14,45474,714.0
2239,2013-10-01,64127,101,65,193,44,44,40,403,2013,10,4,64127,Kansas City,467372,6.0,161.14,45474,714.0
2240,2013-10-01,64128,75,31,95,32,22,13,233,2013,10,4,64128,Kansas City,467372,6.0,161.14,45474,714.0
2241,2013-10-01,64129,26,23,63,11,10,18,123,2013,10,4,64129,Kansas City,467372,6.0,161.14,45474,714.0
2242,2013-10-01,64130,106,53,273,45,50,34,477,2013,10,4,64130,Kansas City,467372,6.0,161.14,45474,714.0
2243,2013-10-01,64131,59,23,172,14,21,10,268,2013,10,4,64131,Kansas City,467372,6.0,161.14,45474,714.0
2244,2013-10-01,64132,75,21,146,36,31,12,278,2013,10,4,64132,Kansas City,467372,6.0,161.14,45474,714.0
2245,2013-10-01,64133,28,24,120,5,17,10,177,2013,10,4,64133,Kansas City,467372,6.0,161.14,45474,714.0
2246,2013-10-01,64134,56,17,190,15,28,12,278,2013,10,4,64134,Kansas City,467372,6.0,161.14,45474,714.0
2247,2013-10-01,64136,2,0,12,1,1,0,15,2013,10,4,64136,Kansas City,467372,6.0,161.14,45474,714.0
2248,2013-10-01,64137,9,2,43,1,1,2,55,2013,10,4,64137,Kansas City,467372,6.0,161.14,45474,714.0
2249,2013-10-01,64138,14,9,64,3,6,15,90,2013,10,4,64138,Kansas City,467372,6.0,161.14,45474,714.0
2250,2013-10-01,64139,0,0,2,0,0,0,2,2013,10,4,64139,Kansas City,467372,6.0,161.14,45474,714.0
2251,2013-10-01,64145,5,3,41,1,2,3,50,2013,10,4,64145,Kansas City,467372,6.0,161.14,45474,714.0
2252,2013-10-01,64146,0,1,8,0,0,0,9,2013,10,4,64146,Kansas City,467372,6.0,161.14,45474,714.0
2253,2013-10-01,64147,1,0,1,0,0,0,2,2013,10,4,64147,Kansas City,467372,6.0,161.14,45474,714.0
2254,2013-10-01,64150,1,0,0,1,0,0,2,2013,10,4,64150,Riverside,3048,6.0,161.14,45474,714.0
2255,2013-10-01,64151,6,9,68,1,4,4,84,2013,10,4,64151,Kansas City,467372,6.0,161.14,45474,714.0
2256,2013-10-01,64152,6,4,13,0,4,3,23,2013,10,4,64152,Kansas City,467372,6.0,161.14,45474,714.0
2257,2013-10-01,64153,8,7,57,3,2,1,75,2013,10,4,64153,Kansas City,467372,6.0,161.14,45474,714.0
2258,2013-10-01,64154,9,3,45,0,4,1,57,2013,10,4,64154,Kansas City,467372,6.0,161.14,45474,714.0
2259,2013-10-01,64155,9,4,57,3,3,2,73,2013,10,4,64155,Kansas City,467372,6.0,161.14,45474,714.0
2260,2013-10-01,64156,2,1,16,0,2,0,19,2013,10,4,64156,Kansas City,467372,6.0,161.14,45474,714.0
2261,2013-10-01,64157,4,0,33,0,4,5,37,2013,10,4,64157,Kansas City,467372,6.0,161.14,45474,714.0
2262,2013-10-01,64158,4,3,14,2,0,0,23,2013,10,4,64158,Kansas City,467372,6.0,161.14,45474,714.0
2263,2013-10-01,64161,2,2,10,0,0,1,14,2013,10,4,64161,Kansas City,467372,6.0,161.14,45474,714.0
2264,2013-10-01,64164,0,0,1,0,0,0,1,2013,10,4,64164,Kansas City,467372,6.0,161.14,45474,714.0
2265,2013-11-01,64068,1,0,0,0,1,0,1,2013,11,4,64068,Liberty,30124,6.0,161.14,45474,620.0
2266,2013-11-01,64101,1,0,6,0,0,0,7,2013,11,4,64101,Kansas City,467372,6.0,161.14,45474,620.0
2267,2013-11-01,64102,3,0,0,0,0,0,3,2013,11,4,64102,Kansas City,467372,6.0,161.14,45474,620.0
2268,2013-11-01,64105,6,13,44,0,1,5,63,2013,11,4,64105,Kansas City,467372,6.0,161.14,45474,620.0
2269,2013-11-01,64106,34,69,85,6,9,19,194,2013,11,4,64106,Kansas City,467372,6.0,161.14,45474,620.0
2270,2013-11-01,64108,27,19,80,16,7,5,142,2013,11,4,64108,Kansas City,467372,6.0,161.14,45474,620.0
2271,2013-11-01,64109,31,27,78,14,15,13,150,2013,11,4,64109,Kansas City,467372,6.0,161.14,45474,620.0
2272,2013-11-01,64110,28,18,107,18,8,19,171,2013,11,4,64110,Kansas City,467372,6.0,161.14,45474,620.0
2273,2013-11-01,64111,45,46,197,24,10,18,312,2013,11,4,64111,Kansas City,467372,6.0,161.14,45474,620.0
2274,2013-11-01,64112,0,2,41,0,1,1,43,2013,11,4,64112,Kansas City,467372,6.0,161.14,45474,620.0
2275,2013-11-01,64113,1,6,8,0,0,2,15,2013,11,4,64113,Kansas City,467372,6.0,161.14,45474,620.0
2276,2013-11-01,64114,11,19,118,10,3,7,158,2013,11,4,64114,Kansas City,467372,6.0,161.14,45474,620.0
2277,2013-11-01,64116,11,11,45,1,5,3,68,2013,11,4,64116,Kansas City,467372,6.0,161.14,45474,620.0
2278,2013-11-01,64117,12,4,58,1,8,5,75,2013,11,4,64117,Kansas City,467372,6.0,161.14,45474,620.0
2279,2013-11-01,64118,16,5,87,2,8,6,110,2013,11,4,64118,Kansas City,467372,6.0,161.14,45474,620.0
2280,2013-11-01,64119,11,8,63,0,9,8,82,2013,11,4,64119,Kansas City,467372,6.0,161.14,45474,620.0
2281,2013-11-01,64120,11,6,24,1,1,6,42,2013,11,4,64120,Kansas City,467372,6.0,161.14,45474,620.0
2282,2013-11-01,64123,28,23,78,7,15,19,136,2013,11,4,64123,Kansas City,467372,6.0,161.14,45474,620.0
2283,2013-11-01,64124,34,25,70,15,21,12,144,2013,11,4,64124,Kansas City,467372,6.0,161.14,45474,620.0
2284,2013-11-01,64125,1,0,17,1,2,10,19,2013,11,4,64125,Kansas City,467372,6.0,161.14,45474,620.0
2285,2013-11-01,64126,14,10,44,3,7,2,71,2013,11,4,64126,Kansas City,467372,6.0,161.14,45474,620.0
2286,2013-11-01,64127,80,41,194,16,41,31,331,2013,11,4,64127,Kansas City,467372,6.0,161.14,45474,620.0
2287,2013-11-01,64128,32,19,97,15,21,8,163,2013,11,4,64128,Kansas City,467372,6.0,161.14,45474,620.0
2288,2013-11-01,64129,41,16,63,20,16,15,140,2013,11,4,64129,Kansas City,467372,6.0,161.14,45474,620.0
2289,2013-11-01,64130,96,37,197,47,35,43,377,2013,11,4,64130,Kansas City,467372,6.0,161.14,45474,620.0
2290,2013-11-01,64131,59,25,102,29,18,14,215,2013,11,4,64131,Kansas City,467372,6.0,161.14,45474,620.0
2291,2013-11-01,64132,62,16,99,37,18,18,214,2013,11,4,64132,Kansas City,467372,6.0,161.14,45474,620.0
2292,2013-11-01,64133,13,25,110,4,9,10,152,2013,11,4,64133,Kansas City,467372,6.0,161.14,45474,620.0
2293,2013-11-01,64134,63,32,157,14,33,18,266,2013,11,4,64134,Kansas City,467372,6.0,161.14,45474,620.0
2294,2013-11-01,64136,0,0,7,0,1,0,7,2013,11,4,64136,Kansas City,467372,6.0,161.14,45474,620.0
2295,2013-11-01,64137,12,9,51,4,8,1,76,2013,11,4,64137,Kansas City,467372,6.0,161.14,45474,620.0
2296,2013-11-01,64138,6,4,79,0,4,5,89,2013,11,4,64138,Kansas City,467372,6.0,161.14,45474,620.0
2297,2013-11-01,64139,0,0,2,0,0,0,2,2013,11,4,64139,Kansas City,467372,6.0,161.14,45474,620.0
2298,2013-11-01,64141,0,1,2,0,0,0,3,2013,11,4,64141,Kansas City,467372,6.0,161.14,45474,620.0
2299,2013-11-01,64145,14,2,32,4,1,0,52,2013,11,4,64145,Kansas City,467372,6.0,161.14,45474,620.0
2300,2013-11-01,64146,3,0,3,1,2,1,7,2013,11,4,64146,Kansas City,467372,6.0,161.14,45474,620.0
2301,2013-11-01,64147,7,0,1,0,2,0,8,2013,11,4,64147,Kansas City,467372,6.0,161.14,45474,620.0
2302,2013-11-01,64151,16,7,58,2,8,4,83,2013,11,4,64151,Kansas City,467372,6.0,161.14,45474,620.0
2303,2013-11-01,64152,7,5,21,0,5,2,33,2013,11,4,64152,Kansas City,467372,6.0,161.14,45474,620.0
2304,2013-11-01,64153,6,3,39,0,0,2,48,2013,11,4,64153,Kansas City,467372,6.0,161.14,45474,620.0
2305,2013-11-01,64154,3,2,56,3,1,3,64,2013,11,4,64154,Kansas City,467372,6.0,161.14,45474,620.0
2306,2013-11-01,64155,11,2,62,4,6,1,79,2013,11,4,64155,Kansas City,467372,6.0,161.14,45474,620.0
2307,2013-11-01,64156,2,0,9,0,1,0,11,2013,11,4,64156,Kansas City,467372,6.0,161.14,45474,620.0
2308,2013-11-01,64157,3,5,34,0,0,2,42,2013,11,4,64157,Kansas City,467372,6.0,161.14,45474,620.0
2309,2013-11-01,64158,3,0,14,0,3,0,17,2013,11,4,64158,Kansas City,467372,6.0,161.14,45474,620.0
2310,2013-11-01,64161,1,0,7,0,0,0,8,2013,11,4,64161,Kansas City,467372,6.0,161.14,45474,620.0
