,from_date,zip_code,offense_society,offense_person,offense_property,offense_other,dv,firearm,offense_total,year,month,quarter,zip,city,population,unemployment_rate,house_price_index,per_cap_income,new_priv_housing
2311,2013-11-01,64149,0,0,1,0,0,0,1,2013,11,4,64149,Kansas City,467372,6.0,161.14,45474,620.0
2312,2013-11-01,64164,0,0,2,0,0,0,2,2013,11,4,64164,Kansas City,467372,6.0,161.14,45474,620.0
2313,2013-11-01,64055,1,0,1,0,0,0,2,2013,11,4,64055,Independence,117310,6.0,161.14,45474,620.0
2314,2013-11-01,64017,0,0,1,0,0,0,1,2013,11,4,64017,Camden,187,6.0,161.14,45474,620.0
2315,2013-11-01,64493,0,1,0,0,0,0,1,2013,11,4,64493,Turney,148,6.0,161.14,45474,620.0
2316,2013-12-01,64101,0,0,2,0,0,0,2,2013,12,4,64101,Kansas City,467372,5.9,161.14,45474,375.0
2317,2013-12-01,64102,1,0,1,0,0,0,2,2013,12,4,64102,Kansas City,467372,5.9,161.14,45474,375.0
2318,2013-12-01,64105,9,12,25,1,2,3,47,2013,12,4,64105,Kansas City,467372,5.9,161.14,45474,375.0
2319,2013-12-01,64106,27,56,62,16,12,19,161,2013,12,4,64106,Kansas City,467372,5.9,161.14,45474,375.0
2320,2013-12-01,64108,23,21,46,8,3,8,98,2013,12,4,64108,Kansas City,467372,5.9,161.14,45474,375.0
2321,2013-12-01,64109,23,18,44,8,4,16,93,2013,12,4,64109,Kansas City,467372,5.9,161.14,45474,375.0
2322,2013-12-01,64110,20,18,55,11,10,10,104,2013,12,4,64110,Kansas City,467372,5.9,161.14,45474,375.0
2323,2013-12-01,64111,24,29,111,7,11,9,171,2013,12,4,64111,Kansas City,467372,5.9,161.14,45474,375.0
2324,2013-12-01,64112,1,5,21,0,1,0,27,2013,12,4,64112,Kansas City,467372,5.9,161.14,45474,375.0
2325,2013-12-01,64113,6,4,9,0,0,0,19,2013,12,4,64113,Kansas City,467372,5.9,161.14,45474,375.0
2326,2013-12-01,64114,5,6,80,10,1,1,101,2013,12,4,64114,Kansas City,467372,5.9,161.14,45474,375.0
2327,2013-12-01,64116,4,4,34,1,2,3,43,2013,12,4,64116,Kansas City,467372,5.9,161.14,45474,375.0
2328,2013-12-01,64117,4,2,43,2,3,2,51,2013,12,4,64117,Kansas City,467372,5.9,161.14,45474,375.0
2329,2013-12-01,64118,10,7,50,0,8,3,67,2013,12,4,64118,Kansas City,467372,5.9,161.14,45474,375.0
2330,2013-12-01,64119,8,6,44,1,5,2,59,2013,12,4,64119,Kansas City,467372,5.9,161.14,45474,375.0
2331,2013-12-01,64120,0,4,14,1,0,0,19,2013,12,4,64120,Kansas City,467372,5.9,161.14,45474,375.0
2332,2013-12-01,64121,0,1,2,0,0,0,3,2013,12,4,64121,Kansas City,467372,5.9,161.14,45474,375.0
2333,2013-12-01,64123,21,7,76,14,9,10,118,2013,12,4,64123,Kansas City,467372,5.9,161.14,45474,375.0
2334,2013-12-01,64124,26,13,77,16,10,8,132,2013,12,4,64124,Kansas City,467372,5.9,161.14,45474,375.0
2335,2013-12-01,64125,3,2,5,1,1,1,11,2013,12,4,64125,Kansas City,467372,5.9,161.14,45474,375.0
2336,2013-12-01,64126,13,8,24,7,3,1,52,2013,12,4,64126,Kansas City,467372,5.9,161.14,45474,375.0
2337,2013-12-01,64127,59,18,114,32,18,13,223,2013,12,4,64127,Kansas City,467372,5.9,161.14,45474,375.0
2338,2013-12-01,64128,23,18,67,13,13,9,121,2013,12,4,64128,Kansas City,467372,5.9,161.14,45474,375.0
2339,2013-12-01,64129,30,11,56,12,7,0,109,2013,12,4,64129,Kansas City,467372,5.9,161.14,45474,375.0
2340,2013-12-01,64130,44,26,130,22,15,20,222,2013,12,4,64130,Kansas City,467372,5.9,161.14,45474,375.0
2341,2013-12-01,64131,21,14,59,5,11,6,99,2013,12,4,64131,Kansas City,467372,5.9,161.14,45474,375.0
2342,2013-12-01,64132,25,14,59,11,10,9,109,2013,12,4,64132,Kansas City,467372,5.9,161.14,45474,375.0
2343,2013-12-01,64133,15,7,62,3,8,6,87,2013,12,4,64133,Kansas City,467372,5.9,161.14,45474,375.0
2344,2013-12-01,64134,33,9,116,25,23,6,183,2013,12,4,64134,Kansas City,467372,5.9,161.14,45474,375.0
2345,2013-12-01,64136,3,0,7,0,0,0,10,2013,12,4,64136,Kansas City,467372,5.9,161.14,45474,375.0
2346,2013-12-01,64137,8,2,27,2,4,0,39,2013,12,4,64137,Kansas City,467372,5.9,161.14,45474,375.0
2347,2013-12-01,64138,13,8,43,7,5,1,71,2013,12,4,64138,Kansas City,467372,5.9,161.14,45474,375.0
2348,2013-12-01,64139,0,0,6,0,0,0,6,2013,12,4,64139,Kansas City,467372,5.9,161.14,45474,375.0
2349,2013-12-01,64141,0,0,1,0,0,0,1,2013,12,4,64141,Kansas City,467372,5.9,161.14,45474,375.0
2350,2013-12-01,64145,2,0,18,0,1,0,20,2013,12,4,64145,Kansas City,467372,5.9,161.14,45474,375.0
2351,2013-12-01,64146,0,0,4,0,0,0,4,2013,12,4,64146,Kansas City,467372,5.9,161.14,45474,375.0
2352,2013-12-01,64147,0,0,5,0,0,0,5,2013,12,4,64147,Kansas City,467372,5.9,161.14,45474,375.0
2353,2013-12-01,64150,0,1,0,0,0,0,1,2013,12,4,64150,Riverside,3048,5.9,161.14,45474,375.0
2354,2013-12-01,64151,8,9,33,0,7,2,50,2013,12,4,64151,Kansas City,467372,5.9,161.14,45474,375.0
2355,2013-12-01,64152,9,1,15,2,3,0,27,2013,12,4,64152,Kansas City,467372,5.9,161.14,45474,375.0
2356,2013-12-01,64153,3,1,20,0,0,0,24,2013,12,4,64153,Kansas City,467372,5.9,161.14,45474,375.0
2357,2013-12-01,64154,4,2,26,0,3,2,32,2013,12,4,64154,Kansas City,467372,5.9,161.14,45474,375.0
2358,2013-12-01,64155,6,9,39,0,2,2,54,2013,12,4,64155,Kansas City,467372,5.9,161.14,45474,375.0
2359,2013-12-01,64156,0,0,4,0,0,0,4,2013,12,4,64156,Kansas City,467372,5.9,161.14,45474,375.0
2360,2013-12-01,64157,1,4,26,0,0,0,31,2013,12,4,64157,Kansas City,467372,5.9,161.14,45474,375.0
2361,2013-12-01,64158,1,0,8,0,0,0,9,2013,12,4,64158,Kansas City,467372,5.9,161.14,45474,375.0
2362,2013-12-01,64161,0,2,3,0,0,0,5,2013,12,4,64161,Kansas City,467372,5.9,161.14,45474,375.0
2363,2013-12-01,64012,1,0,0,0,0,0,1,2013,12,4,64012,Belton,23256,5.9,161.14,45474,375.0
2364,2013-12-01,64050,2,0,0,0,2,0,2,2013,12,4,64050,Independence,117310,5.9,161.14,45474,375.0
2365,2013-04-01,64068,0,1,1,0,0,0,2,2013,4,2,64068,Liberty,30124,6.2,159.56,45474,1621.0
2366,2013-04-01,64101,1,2,9,0,0,0,12,2013,4,2,64101,Kansas City,467372,6.2,159.56,45474,1621.0
2367,2013-04-01,64102,0,1,0,0,0,0,1,2013,4,2,64102,Kansas City,467372,6.2,159.56,45474,1621.0
2368,2013-04-01,64105,6,14,36,0,1,4,56,2013,4,2,64105,Kansas City,467372,6.2,159.56,45474,1621.0
2369,2013-04-01,64106,47,110,111,10,13,25,278,2013,4,2,64106,Kansas City,467372,6.2,159.56,45474,1621.0
2370,2013-04-01,64108,27,34,101,12,7,20,174,2013,4,2,64108,Kansas City,467372,6.2,159.56,45474,1621.0
2371,2013-04-01,64109,68,29,98,21,28,17,216,2013,4,2,64109,Kansas City,467372,6.2,159.56,45474,1621.0
2372,2013-04-01,64110,31,19,125,6,12,17,181,2013,4,2,64110,Kansas City,467372,6.2,159.56,45474,1621.0
2373,2013-04-01,64111,43,32,196,16,16,31,287,2013,4,2,64111,Kansas City,467372,6.2,159.56,45474,1621.0
2374,2013-04-01,64112,3,9,40,0,2,2,52,2013,4,2,64112,Kansas City,467372,6.2,159.56,45474,1621.0
2375,2013-04-01,64113,5,3,21,0,0,3,29,2013,4,2,64113,Kansas City,467372,6.2,159.56,45474,1621.0
2376,2013-04-01,64114,20,21,124,1,3,3,166,2013,4,2,64114,Kansas City,467372,6.2,159.56,45474,1621.0
2377,2013-04-01,64116,9,11,40,0,5,1,60,2013,4,2,64116,Kansas City,467372,6.2,159.56,45474,1621.0
2378,2013-04-01,64117,17,8,60,1,13,9,86,2013,4,2,64117,Kansas City,467372,6.2,159.56,45474,1621.0
2379,2013-04-01,64118,26,26,93,4,15,10,149,2013,4,2,64118,Kansas City,467372,6.2,159.56,45474,1621.0
2380,2013-04-01,64119,11,16,57,2,7,8,86,2013,4,2,64119,Kansas City,467372,6.2,159.56,45474,1621.0
2381,2013-04-01,64120,1,4,21,0,0,0,26,2013,4,2,64120,Kansas City,467372,6.2,159.56,45474,1621.0
2382,2013-04-01,64121,3,0,7,1,2,1,11,2013,4,2,64121,Kansas City,467372,6.2,159.56,45474,1621.0
2383,2013-04-01,64123,40,21,99,34,13,19,194,2013,4,2,64123,Kansas City,467372,6.2,159.56,45474,1621.0
2384,2013-04-01,64124,68,15,120,36,14,16,239,2013,4,2,64124,Kansas City,467372,6.2,159.56,45474,1621.0
2385,2013-04-01,64125,6,2,21,0,0,0,29,2013,4,2,64125,Kansas City,467372,6.2,159.56,45474,1621.0
2386,2013-04-01,64126,19,12,52,8,10,5,91,2013,4,2,64126,Kansas City,467372,6.2,159.56,45474,1621.0
2387,2013-04-01,64127,101,45,189,42,43,23,377,2013,4,2,64127,Kansas City,467372,6.2,159.56,45474,1621.0
2388,2013-04-01,64128,35,19,74,6,22,16,134,2013,4,2,64128,Kansas City,467372,6.2,159.56,45474,1621.0
2389,2013-04-01,64129,15,10,73,6,7,10,104,2013,4,2,64129,Kansas City,467372,6.2,159.56,45474,1621.0
2390,2013-04-01,64130,117,40,217,42,62,43,416,2013,4,2,64130,Kansas City,467372,6.2,159.56,45474,1621.0
2391,2013-04-01,64131,41,22,110,6,17,17,179,2013,4,2,64131,Kansas City,467372,6.2,159.56,45474,1621.0
2392,2013-04-01,64132,55,24,98,29,30,29,206,2013,4,2,64132,Kansas City,467372,6.2,159.56,45474,1621.0
2393,2013-04-01,64133,32,15,132,2,12,14,181,2013,4,2,64133,Kansas City,467372,6.2,159.56,45474,1621.0
2394,2013-04-01,64134,53,18,143,14,18,11,228,2013,4,2,64134,Kansas City,467372,6.2,159.56,45474,1621.0
2395,2013-04-01,64136,2,1,17,0,0,0,20,2013,4,2,64136,Kansas City,467372,6.2,159.56,45474,1621.0
2396,2013-04-01,64137,13,4,53,5,3,4,75,2013,4,2,64137,Kansas City,467372,6.2,159.56,45474,1621.0
2397,2013-04-01,64138,39,16,63,8,18,3,126,2013,4,2,64138,Kansas City,467372,6.2,159.56,45474,1621.0
2398,2013-04-01,64139,2,1,13,0,0,0,16,2013,4,2,64139,Kansas City,467372,6.2,159.56,45474,1621.0
2399,2013-04-01,64145,0,2,34,0,0,7,36,2013,4,2,64145,Kansas City,467372,6.2,159.56,45474,1621.0
2400,2013-04-01,64146,0,1,1,0,0,0,2,2013,4,2,64146,Kansas City,467372,6.2,159.56,45474,1621.0
2401,2013-04-01,64147,8,0,4,1,6,0,13,2013,4,2,64147,Kansas City,467372,6.2,159.56,45474,1621.0
2402,2013-04-01,64151,11,5,47,1,6,3,64,2013,4,2,64151,Kansas City,467372,6.2,159.56,45474,1621.0
2403,2013-04-01,64152,8,0,16,1,3,7,25,2013,4,2,64152,Kansas City,467372,6.2,159.56,45474,1621.0
2404,2013-04-01,64153,3,2,27,0,0,0,32,2013,4,2,64153,Kansas City,467372,6.2,159.56,45474,1621.0
2405,2013-04-01,64154,6,4,34,1,3,2,45,2013,4,2,64154,Kansas City,467372,6.2,159.56,45474,1621.0
2406,2013-04-01,64155,8,5,46,0,3,2,59,2013,4,2,64155,Kansas City,467372,6.2,159.56,45474,1621.0
2407,2013-04-01,64156,2,3,7,1,0,1,13,2013,4,2,64156,Kansas City,467372,6.2,159.56,45474,1621.0
2408,2013-04-01,64157,5,6,18,1,3,0,30,2013,4,2,64157,Kansas City,467372,6.2,159.56,45474,1621.0
2409,2013-04-01,64158,2,2,15,0,1,0,19,2013,4,2,64158,Kansas City,467372,6.2,159.56,45474,1621.0
2410,2013-04-01,64161,0,0,8,0,0,1,8,2013,4,2,64161,Kansas City,467372,6.2,159.56,45474,1621.0
2411,2013-04-01,64012,0,0,1,0,0,0,1,2013,4,2,64012,Belton,23256,6.2,159.56,45474,1621.0
2412,2013-04-01,64149,0,0,2,0,0,0,2,2013,4,2,64149,Kansas City,467372,6.2,159.56,45474,1621.0
2413,2013-04-01,64163,0,0,1,0,0,0,1,2013,4,2,64163,Kansas City,467372,6.2,159.56,45474,1621.0
2414,2013-04-01,64053,0,0,1,0,0,0,1,2013,4,2,64053,Independence,117310,6.2,159.56,45474,1621.0
2415,2013-06-01,64068,0,0,6,0,0,0,6,2013,6,2,64068,Liberty,30124,6.4,159.56,45474,472.0
2416,2013-06-01,64101,2,0,12,0,1,0,14,2013,6,2,64101,Kansas City,467372,6.4,159.56,45474,472.0
2417,2013-06-01,64102,0,0,1,0,0,0,1,2013,6,2,64102,Kansas City,467372,6.4,159.56,45474,472.0
2418,2013-06-01,64105,15,22,41,2,3,7,80,2013,6,2,64105,Kansas City,467372,6.4,159.56,45474,472.0
2419,2013-06-01,64106,49,106,114,11,11,23,280,2013,6,2,64106,Kansas City,467372,6.4,159.56,45474,472.0
2420,2013-06-01,64108,27,26,80,4,15,16,137,2013,6,2,64108,Kansas City,467372,6.4,159.56,45474,472.0
2421,2013-06-01,64109,53,41,86,11,21,21,191,2013,6,2,64109,Kansas City,467372,6.4,159.56,45474,472.0
2422,2013-06-01,64110,44,32,128,17,13,19,221,2013,6,2,64110,Kansas City,467372,6.4,159.56,45474,472.0
2423,2013-06-01,64111,46,50,225,18,19,13,339,2013,6,2,64111,Kansas City,467372,6.4,159.56,45474,472.0
2424,2013-06-01,64112,2,3,57,0,0,0,62,2013,6,2,64112,Kansas City,467372,6.4,159.56,45474,472.0
2425,2013-06-01,64113,0,3,17,0,0,0,20,2013,6,2,64113,Kansas City,467372,6.4,159.56,45474,472.0
2426,2013-06-01,64114,23,15,127,5,6,10,170,2013,6,2,64114,Kansas City,467372,6.4,159.56,45474,472.0
2427,2013-06-01,64116,12,6,46,3,7,4,67,2013,6,2,64116,Kansas City,467372,6.4,159.56,45474,472.0
2428,2013-06-01,64117,28,25,103,5,15,11,161,2013,6,2,64117,Kansas City,467372,6.4,159.56,45474,472.0
2429,2013-06-01,64118,29,18,82,8,11,8,137,2013,6,2,64118,Kansas City,467372,6.4,159.56,45474,472.0
2430,2013-06-01,64119,12,7,70,2,6,2,91,2013,6,2,64119,Kansas City,467372,6.4,159.56,45474,472.0
2431,2013-06-01,64120,2,3,35,0,0,0,40,2013,6,2,64120,Kansas City,467372,6.4,159.56,45474,472.0
2432,2013-06-01,64121,0,0,5,1,0,0,6,2013,6,2,64121,Kansas City,467372,6.4,159.56,45474,472.0
2433,2013-06-01,64123,37,28,110,15,17,15,190,2013,6,2,64123,Kansas City,467372,6.4,159.56,45474,472.0
2434,2013-06-01,64124,50,35,131,46,11,18,262,2013,6,2,64124,Kansas City,467372,6.4,159.56,45474,472.0
2435,2013-06-01,64125,7,5,20,4,1,0,36,2013,6,2,64125,Kansas City,467372,6.4,159.56,45474,472.0
2436,2013-06-01,64126,41,7,39,15,12,8,102,2013,6,2,64126,Kansas City,467372,6.4,159.56,45474,472.0
2437,2013-06-01,64127,105,56,197,30,49,27,388,2013,6,2,64127,Kansas City,467372,6.4,159.56,45474,472.0
2438,2013-06-01,64128,38,25,107,14,16,13,184,2013,6,2,64128,Kansas City,467372,6.4,159.56,45474,472.0
2439,2013-06-01,64129,26,14,77,16,16,5,133,2013,6,2,64129,Kansas City,467372,6.4,159.56,45474,472.0
2440,2013-06-01,64130,103,43,243,47,48,55,436,2013,6,2,64130,Kansas City,467372,6.4,159.56,45474,472.0
2441,2013-06-01,64131,55,26,122,17,23,13,220,2013,6,2,64131,Kansas City,467372,6.4,159.56,45474,472.0
2442,2013-06-01,64132,93,29,141,38,34,15,301,2013,6,2,64132,Kansas City,467372,6.4,159.56,45474,472.0
2443,2013-06-01,64133,26,34,129,3,17,13,192,2013,6,2,64133,Kansas City,467372,6.4,159.56,45474,472.0
2444,2013-06-01,64134,92,25,177,36,44,10,330,2013,6,2,64134,Kansas City,467372,6.4,159.56,45474,472.0
2445,2013-06-01,64136,1,2,8,0,1,1,11,2013,6,2,64136,Kansas City,467372,6.4,159.56,45474,472.0
2446,2013-06-01,64137,10,5,36,3,5,1,54,2013,6,2,64137,Kansas City,467372,6.4,159.56,45474,472.0
2447,2013-06-01,64138,22,9,90,12,4,5,133,2013,6,2,64138,Kansas City,467372,6.4,159.56,45474,472.0
2448,2013-06-01,64139,1,0,0,0,0,0,1,2013,6,2,64139,Kansas City,467372,6.4,159.56,45474,472.0
2449,2013-06-01,64144,0,0,1,0,0,0,1,2013,6,2,64144,Kansas City,467372,6.4,159.56,45474,472.0
2450,2013-06-01,64145,7,5,38,5,1,3,55,2013,6,2,64145,Kansas City,467372,6.4,159.56,45474,472.0
2451,2013-06-01,64146,0,0,5,0,0,0,5,2013,6,2,64146,Kansas City,467372,6.4,159.56,45474,472.0
2452,2013-06-01,64147,3,0,2,0,2,0,5,2013,6,2,64147,Kansas City,467372,6.4,159.56,45474,472.0
2453,2013-06-01,64151,10,10,43,0,7,4,63,2013,6,2,64151,Kansas City,467372,6.4,159.56,45474,472.0
2454,2013-06-01,64152,9,6,16,0,4,1,31,2013,6,2,64152,Kansas City,467372,6.4,159.56,45474,472.0
2455,2013-06-01,64153,1,2,47,0,0,0,50,2013,6,2,64153,Kansas City,467372,6.4,159.56,45474,472.0
2456,2013-06-01,64154,10,4,34,0,3,1,48,2013,6,2,64154,Kansas City,467372,6.4,159.56,45474,472.0
2457,2013-06-01,64155,9,8,48,0,7,2,65,2013,6,2,64155,Kansas City,467372,6.4,159.56,45474,472.0
2458,2013-06-01,64156,5,0,13,0,3,0,18,2013,6,2,64156,Kansas City,467372,6.4,159.56,45474,472.0
2459,2013-06-01,64157,4,2,26,0,2,1,32,2013,6,2,64157,Kansas City,467372,6.4,159.56,45474,472.0
2460,2013-06-01,64158,0,2,14,0,0,0,16,2013,6,2,64158,Kansas City,467372,6.4,159.56,45474,472.0
2461,2013-06-01,64161,4,0,12,0,4,0,16,2013,6,2,64161,Kansas City,467372,6.4,159.56,45474,472.0
2462,2013-06-01,64168,0,0,1,0,0,0,1,2013,6,2,64168,Kansas City,467372,6.4,159.56,45474,472.0
2463,2013-06-01,64163,0,0,9,0,0,0,9,2013,6,2,64163,Kansas City,467372,6.4,159.56,45474,472.0
2464,2013-06-01,64053,0,0,0,0,0,1,0,2013,6,2,64053,Independence,117310,6.4,159.56,45474,472.0
2465,2013-06-01,64052,0,1,0,0,0,0,1,2013,6,2,64052,Independence,117310,6.4,159.56,45474,472.0
2466,2013-06-01,64148,0,0,1,0,0,0,1,2013,6,2,64148,Kansas City,467372,6.4,159.56,45474,472.0
2467,2013-05-01,64101,0,0,8,0,0,0,8,2013,5,2,64101,Kansas City,467372,6.3,159.56,45474,522.0
2468,2013-05-01,64102,0,0,4,0,0,0,4,2013,5,2,64102,Kansas City,467372,6.3,159.56,45474,522.0
2469,2013-05-01,64105,13,13,42,2,1,6,70,2013,5,2,64105,Kansas City,467372,6.3,159.56,45474,522.0
2470,2013-05-01,64106,51,98,134,10,12,31,293,2013,5,2,64106,Kansas City,467372,6.3,159.56,45474,522.0
2471,2013-05-01,64108,31,21,82,0,10,7,134,2013,5,2,64108,Kansas City,467372,6.3,159.56,45474,522.0
2472,2013-05-01,64109,45,42,111,11,17,27,209,2013,5,2,64109,Kansas City,467372,6.3,159.56,45474,522.0
2473,2013-05-01,64110,64,36,133,32,18,11,265,2013,5,2,64110,Kansas City,467372,6.3,159.56,45474,522.0
2474,2013-05-01,64111,69,50,191,10,24,36,320,2013,5,2,64111,Kansas City,467372,6.3,159.56,45474,522.0
2475,2013-05-01,64112,4,8,52,0,2,4,64,2013,5,2,64112,Kansas City,467372,6.3,159.56,45474,522.0
2476,2013-05-01,64113,1,3,22,5,1,0,31,2013,5,2,64113,Kansas City,467372,6.3,159.56,45474,522.0
2477,2013-05-01,64114,14,11,146,8,6,1,179,2013,5,2,64114,Kansas City,467372,6.3,159.56,45474,522.0
2478,2013-05-01,64116,13,8,52,0,6,1,73,2013,5,2,64116,Kansas City,467372,6.3,159.56,45474,522.0
2479,2013-05-01,64117,23,10,93,2,6,13,128,2013,5,2,64117,Kansas City,467372,6.3,159.56,45474,522.0
2480,2013-05-01,64118,26,11,81,4,18,6,122,2013,5,2,64118,Kansas City,467372,6.3,159.56,45474,522.0
2481,2013-05-01,64119,16,13,74,0,11,11,103,2013,5,2,64119,Kansas City,467372,6.3,159.56,45474,522.0
2482,2013-05-01,64120,4,6,16,0,3,1,26,2013,5,2,64120,Kansas City,467372,6.3,159.56,45474,522.0
2483,2013-05-01,64121,4,0,4,1,2,0,9,2013,5,2,64121,Kansas City,467372,6.3,159.56,45474,522.0
2484,2013-05-01,64123,35,29,136,16,13,16,216,2013,5,2,64123,Kansas City,467372,6.3,159.56,45474,522.0
2485,2013-05-01,64124,32,24,89,16,8,12,161,2013,5,2,64124,Kansas City,467372,6.3,159.56,45474,522.0
2486,2013-05-01,64125,10,6,35,2,4,2,53,2013,5,2,64125,Kansas City,467372,6.3,159.56,45474,522.0
2487,2013-05-01,64126,24,9,37,10,8,12,80,2013,5,2,64126,Kansas City,467372,6.3,159.56,45474,522.0
2488,2013-05-01,64127,99,45,202,27,46,30,373,2013,5,2,64127,Kansas City,467372,6.3,159.56,45474,522.0
2489,2013-05-01,64128,44,15,92,15,19,18,166,2013,5,2,64128,Kansas City,467372,6.3,159.56,45474,522.0
2490,2013-05-01,64129,26,9,83,19,7,9,137,2013,5,2,64129,Kansas City,467372,6.3,159.56,45474,522.0
2491,2013-05-01,64130,162,52,219,52,69,45,485,2013,5,2,64130,Kansas City,467372,6.3,159.56,45474,522.0
2492,2013-05-01,64131,46,29,142,19,23,12,236,2013,5,2,64131,Kansas City,467372,6.3,159.56,45474,522.0
2493,2013-05-01,64132,63,27,132,20,21,8,242,2013,5,2,64132,Kansas City,467372,6.3,159.56,45474,522.0
2494,2013-05-01,64133,28,20,151,8,10,11,207,2013,5,2,64133,Kansas City,467372,6.3,159.56,45474,522.0
2495,2013-05-01,64134,74,22,202,11,40,23,309,2013,5,2,64134,Kansas City,467372,6.3,159.56,45474,522.0
2496,2013-05-01,64136,0,0,12,0,0,0,12,2013,5,2,64136,Kansas City,467372,6.3,159.56,45474,522.0
2497,2013-05-01,64137,16,3,46,2,12,1,67,2013,5,2,64137,Kansas City,467372,6.3,159.56,45474,522.0
2498,2013-05-01,64138,24,9,77,3,12,7,113,2013,5,2,64138,Kansas City,467372,6.3,159.56,45474,522.0
2499,2013-05-01,64139,2,0,6,0,0,0,8,2013,5,2,64139,Kansas City,467372,6.3,159.56,45474,522.0
2500,2013-05-01,64144,0,1,0,0,0,0,1,2013,5,2,64144,Kansas City,467372,6.3,159.56,45474,522.0
2501,2013-05-01,64145,3,1,29,0,2,1,33,2013,5,2,64145,Kansas City,467372,6.3,159.56,45474,522.0
2502,2013-05-01,64146,2,1,1,2,0,0,6,2013,5,2,64146,Kansas City,467372,6.3,159.56,45474,522.0
2503,2013-05-01,64147,1,3,20,0,1,0,24,2013,5,2,64147,Kansas City,467372,6.3,159.56,45474,522.0
2504,2013-05-01,64151,9,9,32,0,6,2,50,2013,5,2,64151,Kansas City,467372,6.3,159.56,45474,522.0
2505,2013-05-01,64152,2,4,17,0,4,3,23,2013,5,2,64152,Kansas City,467372,6.3,159.56,45474,522.0
2506,2013-05-01,64153,6,2,30,0,3,2,38,2013,5,2,64153,Kansas City,467372,6.3,159.56,45474,522.0
2507,2013-05-01,64154,11,3,20,0,4,2,34,2013,5,2,64154,Kansas City,467372,6.3,159.56,45474,522.0
2508,2013-05-01,64155,15,8,46,0,10,1,69,2013,5,2,64155,Kansas City,467372,6.3,159.56,45474,522.0
2509,2013-05-01,64156,0,0,8,0,0,0,8,2013,5,2,64156,Kansas City,467372,6.3,159.56,45474,522.0
2510,2013-05-01,64157,11,6,28,0,10,0,45,2013,5,2,64157,Kansas City,467372,6.3,159.56,45474,522.0
2511,2013-05-01,64158,0,0,12,0,0,0,12,2013,5,2,64158,Kansas City,467372,6.3,159.56,45474,522.0
2512,2013-05-01,64161,4,0,11,0,1,0,15,2013,5,2,64161,Kansas City,467372,6.3,159.56,45474,522.0
2513,2014-01-01,64014,0,0,1,0,0,0,1,2014,1,1,64014,Blue Springs,53526,6.0,161.61,46724,855.0
2514,2014-01-01,64018,1,0,0,0,0,0,1,2014,1,1,64018,Camden Point,519,6.0,161.61,46724,855.0
2515,2014-01-01,64019,0,1,0,0,0,0,1,2014,1,1,64019,Centerview,270,6.0,161.61,46724,855.0
2516,2014-01-01,64054,0,1,0,0,0,0,1,2014,1,1,64054,Independence,117581,6.0,161.61,46724,855.0
2517,2014-01-01,64055,0,0,1,0,0,0,1,2014,1,1,64055,Independence,117581,6.0,161.61,46724,855.0
2518,2014-01-01,64057,0,1,0,0,0,0,1,2014,1,1,64057,Independence,117581,6.0,161.61,46724,855.0
2519,2014-01-01,64101,0,2,5,0,0,1,7,2014,1,1,64101,Kansas City,470941,6.0,161.61,46724,855.0
2520,2014-01-01,64102,0,0,3,0,0,0,3,2014,1,1,64102,Kansas City,470941,6.0,161.61,46724,855.0
2521,2014-01-01,64105,12,21,35,0,1,2,68,2014,1,1,64105,Kansas City,470941,6.0,161.61,46724,855.0
2522,2014-01-01,64106,60,84,120,28,2,15,292,2014,1,1,64106,Kansas City,470941,6.0,161.61,46724,855.0
2523,2014-01-01,64108,23,23,88,4,8,9,138,2014,1,1,64108,Kansas City,470941,6.0,161.61,46724,855.0
2524,2014-01-01,64109,31,18,67,4,14,11,120,2014,1,1,64109,Kansas City,470941,6.0,161.61,46724,855.0
2525,2014-01-01,64110,20,19,126,17,7,17,182,2014,1,1,64110,Kansas City,470941,6.0,161.61,46724,855.0
2526,2014-01-01,64111,38,26,229,25,15,13,318,2014,1,1,64111,Kansas City,470941,6.0,161.61,46724,855.0
2527,2014-01-01,64112,2,2,46,0,1,0,50,2014,1,1,64112,Kansas City,470941,6.0,161.61,46724,855.0
2528,2014-01-01,64113,3,1,25,0,1,2,29,2014,1,1,64113,Kansas City,470941,6.0,161.61,46724,855.0
2529,2014-01-01,64114,6,14,87,0,2,3,107,2014,1,1,64114,Kansas City,470941,6.0,161.61,46724,855.0
2530,2014-01-01,64116,10,4,58,1,9,2,73,2014,1,1,64116,Kansas City,470941,6.0,161.61,46724,855.0
2531,2014-01-01,64117,18,10,96,2,10,17,126,2014,1,1,64117,Kansas City,470941,6.0,161.61,46724,855.0
2532,2014-01-01,64118,23,11,107,0,21,10,141,2014,1,1,64118,Kansas City,470941,6.0,161.61,46724,855.0
2533,2014-01-01,64119,19,11,50,1,12,8,81,2014,1,1,64119,Kansas City,470941,6.0,161.61,46724,855.0
2534,2014-01-01,64120,4,7,31,3,1,0,45,2014,1,1,64120,Kansas City,470941,6.0,161.61,46724,855.0
2535,2014-01-01,64121,1,0,4,0,0,0,5,2014,1,1,64121,Kansas City,470941,6.0,161.61,46724,855.0
2536,2014-01-01,64123,30,23,74,12,9,14,139,2014,1,1,64123,Kansas City,470941,6.0,161.61,46724,855.0
2537,2014-01-01,64124,35,24,92,25,9,19,176,2014,1,1,64124,Kansas City,470941,6.0,161.61,46724,855.0
